NUM_PEDIDO;CODCLI;CODVEN;DATA_EMISSAO;VLR_TOTAL;SITUACAO;OBSERVACOES
5421;610;3;2015-01-03 00:00:00.000;6442.65;E;
5422;162;6;2015-01-03 00:00:00.000;3474.90;E;
5423;24;1;2015-01-03 00:00:00.000;3785.44;E;
5424;80;5;2015-01-03 00:00:00.000;2846.60;E;
5425;540;1;2015-01-04 00:00:00.000;7013.34;C;
5426;55;7;2015-01-04 00:00:00.000;1050.18;E;
5427;309;6;2015-01-04 00:00:00.000;7063.94;C;
5428;410;6;2015-01-04 00:00:00.000;4347.26;E;
5429;133;8;2015-01-04 00:00:00.000;9541.31;E;
5430;537;6;2015-01-05 00:00:00.000;1451.81;C;
5431;451;6;2015-01-05 00:00:00.000;663.00;E;
5432;142;8;2015-01-05 00:00:00.000;2438.57;E;
5433;587;2;2015-01-05 00:00:00.000;2632.02;E;
5434;86;4;2015-01-05 00:00:00.000;2167.15;E;
5435;27;8;2015-01-06 00:00:00.000;7333.47;E;
5436;26;5;2015-01-07 00:00:00.000;1277.54;E;
5437;579;6;2015-01-07 00:00:00.000;2462.36;E;
5438;487;4;2015-01-07 00:00:00.000;2822.78;E;
5439;620;6;2015-01-07 00:00:00.000;2483.49;C;
5440;157;5;2015-01-08 00:00:00.000;6733.85;E;
5441;273;5;2015-01-08 00:00:00.000;5089.71;E;
5442;606;8;2015-01-09 00:00:00.000;2430.41;E;
5443;550;2;2015-01-09 00:00:00.000;6116.35;E;
5444;202;6;2015-01-10 00:00:00.000;2228.43;E;
5445;48;1;2015-01-10 00:00:00.000;4337.34;E;
5446;52;7;2015-01-10 00:00:00.000;2253.05;E;
5447;232;4;2015-01-11 00:00:00.000;NULL;E;
5448;105;8;2015-01-12 00:00:00.000;5824.24;C;
5449;416;8;2015-01-12 00:00:00.000;1480.19;E;
5450;152;2;2015-01-12 00:00:00.000;1849.36;E;
5451;142;4;2015-01-12 00:00:00.000;3604.20;E;
5452;433;7;2015-01-13 00:00:00.000;2762.21;E;
5453;89;2;2015-01-14 00:00:00.000;2700.16;E;
5454;262;3;2015-01-14 00:00:00.000;2341.54;E;
5455;384;6;2015-01-14 00:00:00.000;4484.56;E;
5456;80;7;2015-01-14 00:00:00.000;2688.67;E;
5457;348;1;2015-01-14 00:00:00.000;3688.23;E;
5458;289;6;2015-01-15 00:00:00.000;10047.76;E;
5459;57;1;2015-01-16 00:00:00.000;4577.97;E;
5460;198;8;2015-01-16 00:00:00.000;982.14;E;
5461;115;6;2015-01-17 00:00:00.000;4668.33;E;
5462;166;3;2015-01-17 00:00:00.000;4341.02;E;
5463;453;7;2015-01-17 00:00:00.000;4608.58;E;
5464;612;6;2015-01-18 00:00:00.000;5264.18;E;
5465;423;8;2015-01-18 00:00:00.000;2751.76;E;
5466;469;6;2015-01-18 00:00:00.000;4572.48;E;
5467;397;2;2015-01-18 00:00:00.000;4899.07;E;
5468;311;3;2015-01-18 00:00:00.000;2204.20;E;
5469;33;7;2015-01-19 00:00:00.000;900.03;E;
5470;423;8;2015-01-19 00:00:00.000;57.61;E;
5471;451;6;2015-01-19 00:00:00.000;2300.33;E;
5472;456;2;2015-01-19 00:00:00.000;3940.38;E;
5473;243;1;2015-01-20 00:00:00.000;404.23;E;
5474;38;1;2015-01-21 00:00:00.000;2902.14;E;
5475;306;7;2015-01-21 00:00:00.000;9547.36;E;
5476;363;5;2015-01-22 00:00:00.000;747.87;E;
5477;565;5;2015-01-22 00:00:00.000;507.52;E;
5478;167;6;2015-01-22 00:00:00.000;5573.64;E;
5479;19;8;2015-01-23 00:00:00.000;5484.88;E;
5480;482;7;2015-01-23 00:00:00.000;1468.02;E;
5481;64;5;2015-01-23 00:00:00.000;5159.38;E;
5482;316;2;2015-01-23 00:00:00.000;3924.68;C;
5483;145;3;2015-01-24 00:00:00.000;3803.16;E;
5484;523;4;2015-01-24 00:00:00.000;4441.16;E;
5485;124;2;2015-01-24 00:00:00.000;3840.31;E;
5486;124;4;2015-01-24 00:00:00.000;5466.52;E;
5487;446;4;2015-01-25 00:00:00.000;2083.46;E;
5488;612;1;2015-01-25 00:00:00.000;982.62;E;
5489;305;5;2015-01-26 00:00:00.000;1975.05;E;
5490;252;1;2015-01-26 00:00:00.000;3843.56;E;
5491;166;3;2015-01-26 00:00:00.000;6109.64;E;
5492;49;6;2015-01-26 00:00:00.000;4154.13;C;
5493;624;8;2015-01-27 00:00:00.000;734.89;E;
5494;534;4;2015-01-27 00:00:00.000;4584.42;E;
5495;418;4;2015-01-27 00:00:00.000;1194.92;E;
5496;543;4;2015-01-28 00:00:00.000;2271.78;E;
5497;50;6;2015-01-28 00:00:00.000;1173.54;E;
5498;134;3;2015-01-28 00:00:00.000;4057.09;E;
5499;604;1;2015-01-28 00:00:00.000;4426.72;E;
5500;566;5;2015-01-28 00:00:00.000;0.00;E;
5501;162;6;2015-01-29 00:00:00.000;4692.25;E;
5502;28;1;2015-01-29 00:00:00.000;6637.15;C;
5503;443;4;2015-01-29 00:00:00.000;7142.04;E;
5504;517;3;2015-01-29 00:00:00.000;1346.90;E;
5505;617;3;2015-01-30 00:00:00.000;2622.70;E;
5506;530;6;2015-01-31 00:00:00.000;568.08;E;
5507;427;8;2015-01-31 00:00:00.000;2060.77;E;
5508;466;1;2015-01-31 00:00:00.000;7924.99;E;
5509;62;7;2015-01-31 00:00:00.000;9293.68;E;
5510;497;3;2015-01-31 00:00:00.000;3071.03;E;
5511;39;8;2015-02-01 00:00:00.000;1556.28;C;
5512;297;4;2015-02-02 00:00:00.000;3964.02;E;
5513;340;3;2015-02-02 00:00:00.000;2878.83;E;
5514;189;7;2015-02-02 00:00:00.000;5829.24;E;
5515;613;2;2015-02-02 00:00:00.000;4395.25;E;
5516;415;2;2015-02-03 00:00:00.000;NULL;E;
5517;8;4;2015-02-03 00:00:00.000;7083.96;E;
5518;193;6;2015-02-04 00:00:00.000;1664.47;E;
5519;507;3;2015-02-04 00:00:00.000;1831.49;E;
5520;398;7;2015-02-04 00:00:00.000;786.04;C;
5521;156;4;2015-02-04 00:00:00.000;4909.73;E;
5522;389;1;2015-02-05 00:00:00.000;7526.93;E;
5523;327;3;2015-02-05 00:00:00.000;4458.50;E;
5524;350;8;2015-02-05 00:00:00.000;6530.87;E;
5525;611;2;2015-02-05 00:00:00.000;1641.58;E;
5526;99;7;2015-02-05 00:00:00.000;2849.40;E;
5527;146;3;2015-02-06 00:00:00.000;1302.09;C;
5528;541;3;2015-02-06 00:00:00.000;212.64;E;
5529;470;4;2015-02-07 00:00:00.000;1627.81;E;
5530;124;2;2015-02-07 00:00:00.000;5944.93;E;
5531;11;8;2015-02-07 00:00:00.000;5575.05;E;
5532;614;3;2015-02-07 00:00:00.000;1248.15;E;
5533;316;4;2015-02-07 00:00:00.000;1468.83;C;
5534;66;5;2015-02-08 00:00:00.000;4791.95;E;
5535;369;3;2015-02-08 00:00:00.000;156.48;E;
5536;496;5;2015-02-09 00:00:00.000;2529.54;E;
5537;126;7;2015-02-09 00:00:00.000;916.23;E;
5538;379;3;2015-02-09 00:00:00.000;2008.10;E;
5539;334;8;2015-02-10 00:00:00.000;2469.93;E;
5540;523;2;2015-02-11 00:00:00.000;5509.88;E;
5541;60;8;2015-02-11 00:00:00.000;6890.89;C;
5542;370;4;2015-02-11 00:00:00.000;5769.56;E;
5543;434;3;2015-02-11 00:00:00.000;2079.77;E;
5544;105;6;2015-02-12 00:00:00.000;2924.92;E;
5545;63;4;2015-02-13 00:00:00.000;5785.23;E;
5546;157;2;2015-02-13 00:00:00.000;1876.17;E;
5547;339;8;2015-02-14 00:00:00.000;1647.94;E;
5548;461;4;2015-02-14 00:00:00.000;6830.76;E;
5549;59;8;2015-02-14 00:00:00.000;2003.38;E;
5550;422;8;2015-02-15 00:00:00.000;1410.81;C;
5551;93;8;2015-02-15 00:00:00.000;3685.65;C;
5552;303;7;2015-02-15 00:00:00.000;3966.21;E;
5553;310;1;2015-02-15 00:00:00.000;7008.36;C;
5554;144;2;2015-02-16 00:00:00.000;6733.43;E;
5555;243;6;2015-02-17 00:00:00.000;1984.37;E;
5556;448;5;2015-02-17 00:00:00.000;2335.47;E;
5557;503;6;2015-02-17 00:00:00.000;7954.84;E;
5558;205;2;2015-02-17 00:00:00.000;3798.43;E;
5559;482;8;2015-02-17 00:00:00.000;3117.24;E;
5560;211;2;2015-02-18 00:00:00.000;1421.00;E;
5561;405;8;2015-02-18 00:00:00.000;2098.34;E;
5562;54;8;2015-02-18 00:00:00.000;7424.17;E;
5563;529;5;2015-02-18 00:00:00.000;2462.88;E;
5564;481;5;2015-02-18 00:00:00.000;1277.99;C;
5565;383;1;2015-02-19 00:00:00.000;950.54;E;
5566;458;4;2015-02-19 00:00:00.000;5517.28;C;
5567;330;7;2015-02-20 00:00:00.000;1917.91;E;
5568;295;3;2015-02-20 00:00:00.000;4281.04;E;
5569;108;4;2015-02-20 00:00:00.000;3646.76;E;
5570;250;8;2015-02-21 00:00:00.000;7010.56;E;
5571;441;5;2015-02-21 00:00:00.000;3122.24;C;
5572;120;8;2015-02-21 00:00:00.000;2709.34;E;
5573;586;4;2015-02-21 00:00:00.000;5726.37;E;
5574;388;7;2015-02-21 00:00:00.000;2194.11;E;
5575;582;2;2015-02-22 00:00:00.000;347.73;E;
5576;253;7;2015-02-23 00:00:00.000;5606.81;E;
5577;511;2;2015-02-23 00:00:00.000;1136.17;E;
5578;211;6;2015-02-23 00:00:00.000;3280.62;E;
5579;422;2;2015-02-24 00:00:00.000;57.95;E;
5580;108;8;2015-02-24 00:00:00.000;3303.11;C;
5581;432;2;2015-02-24 00:00:00.000;4360.29;E;
5582;145;3;2015-02-24 00:00:00.000;6261.22;E;
5583;304;5;2015-02-24 00:00:00.000;2753.12;E;
5584;163;6;2015-02-25 00:00:00.000;3206.63;E;
5585;490;8;2015-02-25 00:00:00.000;4058.81;C;
5586;230;8;2015-02-26 00:00:00.000;1455.58;E;
5587;198;4;2015-02-26 00:00:00.000;5485.30;E;
5588;36;5;2015-02-26 00:00:00.000;2751.67;E;
5589;615;2;2015-02-26 00:00:00.000;4074.17;E;
5590;307;7;2015-02-26 00:00:00.000;4456.59;E;
5591;143;4;2015-02-27 00:00:00.000;4894.05;E;
5592;227;5;2015-02-27 00:00:00.000;1481.10;C;
5593;424;6;2015-02-28 00:00:00.000;2561.25;E;
5594;193;3;2015-02-28 00:00:00.000;796.52;E;
5595;401;6;2015-02-28 00:00:00.000;2693.52;E;
5596;52;6;2015-02-28 00:00:00.000;5068.16;E;
5597;502;4;2015-02-28 00:00:00.000;4964.78;E;
5598;290;5;2015-02-28 00:00:00.000;3058.51;C;
5599;82;5;2015-02-28 00:00:00.000;4402.01;E;
5600;410;8;2015-03-01 00:00:00.000;6728.91;E;
5601;90;3;2015-03-01 00:00:00.000;7695.73;E;
5602;6;5;2015-03-01 00:00:00.000;4346.55;E;
5603;334;2;2015-03-02 00:00:00.000;3479.81;E;
5604;136;6;2015-03-03 00:00:00.000;4745.49;C;
5605;222;5;2015-03-04 00:00:00.000;4616.38;E;
5606;421;6;2015-03-04 00:00:00.000;2051.77;E;
5607;119;1;2015-03-04 00:00:00.000;5433.72;E;
5608;83;8;2015-03-04 00:00:00.000;99.13;E;
5609;585;3;2015-03-04 00:00:00.000;4324.83;E;
5610;6;6;2015-03-05 00:00:00.000;2094.50;E;
5611;74;5;2015-03-05 00:00:00.000;8689.43;E;
5612;494;2;2015-03-05 00:00:00.000;4063.45;E;
5613;537;8;2015-03-06 00:00:00.000;1262.79;E;
5614;508;5;2015-03-06 00:00:00.000;5307.09;E;
5615;13;6;2015-03-06 00:00:00.000;4113.73;C;
5616;415;6;2015-03-07 00:00:00.000;1415.26;E;
5617;366;7;2015-03-07 00:00:00.000;6203.90;E;
5618;434;2;2015-03-07 00:00:00.000;5362.16;E;
5619;291;5;2015-03-08 00:00:00.000;3886.68;E;
5620;119;1;2015-03-08 00:00:00.000;2602.60;E;
5621;274;5;2015-03-08 00:00:00.000;3241.15;E;
5622;385;4;2015-03-08 00:00:00.000;4057.22;C;
5623;390;7;2015-03-09 00:00:00.000;2364.43;E;
5624;247;7;2015-03-10 00:00:00.000;3603.66;E;
5625;428;2;2015-03-10 00:00:00.000;5897.05;E;
5626;562;3;2015-03-11 00:00:00.000;3858.82;E;
5627;119;3;2015-03-11 00:00:00.000;1058.58;E;
5628;369;6;2015-03-11 00:00:00.000;3566.81;E;
5629;432;4;2015-03-12 00:00:00.000;769.94;E;
5630;543;6;2015-03-12 00:00:00.000;1214.32;E;
5631;609;6;2015-03-12 00:00:00.000;949.93;C;
5632;109;1;2015-03-13 00:00:00.000;627.07;E;
5633;510;7;2015-03-13 00:00:00.000;3823.97;C;
5634;519;7;2015-03-13 00:00:00.000;1656.51;E;
5635;110;2;2015-03-13 00:00:00.000;5529.10;E;
5636;399;6;2015-03-14 00:00:00.000;3514.70;E;
5637;362;3;2015-03-15 00:00:00.000;215.80;E;
5638;56;3;2015-03-15 00:00:00.000;4687.88;E;
5639;583;1;2015-03-15 00:00:00.000;4362.41;E;
5640;364;7;2015-03-15 00:00:00.000;5790.74;E;
5641;178;2;2015-03-16 00:00:00.000;3723.93;E;
5642;173;3;2015-03-16 00:00:00.000;1587.17;E;
5643;304;5;2015-03-16 00:00:00.000;1876.60;E;
5644;108;8;2015-03-16 00:00:00.000;5743.46;E;
5645;315;8;2015-03-17 00:00:00.000;6238.52;E;
5646;92;5;2015-03-17 00:00:00.000;26.23;E;
5647;394;8;2015-03-18 00:00:00.000;7356.97;E;
5648;548;5;2015-03-18 00:00:00.000;5441.77;E;
5649;452;4;2015-03-19 00:00:00.000;4417.82;E;
5650;161;8;2015-03-19 00:00:00.000;3305.62;E;
5651;310;8;2015-03-20 00:00:00.000;6138.13;E;
5652;347;2;2015-03-20 00:00:00.000;7580.43;E;
5653;501;5;2015-03-20 00:00:00.000;1062.22;E;
5654;307;4;2015-03-21 00:00:00.000;3203.99;E;
5655;47;8;2015-03-22 00:00:00.000;1261.21;E;
5656;516;6;2015-03-23 00:00:00.000;1442.11;E;
5657;616;8;2015-03-24 00:00:00.000;4751.67;E;
5658;237;8;2015-03-24 00:00:00.000;1569.28;E;
5659;158;1;2015-03-24 00:00:00.000;2751.43;E;
5660;420;1;2015-03-24 00:00:00.000;5532.88;E;
5661;363;8;2015-03-25 00:00:00.000;132.64;E;
5662;534;3;2015-03-26 00:00:00.000;1233.49;E;
5663;277;8;2015-03-26 00:00:00.000;4055.61;E;
5664;432;3;2015-03-26 00:00:00.000;4029.19;E;
5665;622;1;2015-03-26 00:00:00.000;9890.47;E;
5666;173;8;2015-03-27 00:00:00.000;1528.00;E;
5667;145;6;2015-03-27 00:00:00.000;2341.20;E;
5668;338;8;2015-03-27 00:00:00.000;4458.23;E;
5669;429;8;2015-03-28 00:00:00.000;3258.03;E;
5670;118;3;2015-03-28 00:00:00.000;2772.03;E;
5671;198;6;2015-03-29 00:00:00.000;2148.53;E;
5672;388;2;2015-03-30 00:00:00.000;3924.03;E;
5673;454;8;2015-03-30 00:00:00.000;4329.43;E;
5674;246;2;2015-03-30 00:00:00.000;4740.32;E;
5675;212;7;2015-03-30 00:00:00.000;5947.74;E;
5676;290;4;2015-03-30 00:00:00.000;3573.30;E;
5677;48;4;2015-03-31 00:00:00.000;8992.19;E;
5678;149;8;2015-03-31 00:00:00.000;1308.45;E;
5679;440;8;2015-03-31 00:00:00.000;4732.59;E;
5680;106;1;2015-03-31 00:00:00.000;4684.14;E;
5681;494;6;2015-04-01 00:00:00.000;3696.46;C;
5682;254;6;2015-04-01 00:00:00.000;1912.80;E;
5683;57;4;2015-04-01 00:00:00.000;2988.83;E;
5684;75;7;2015-04-01 00:00:00.000;915.41;C;
5685;229;3;2015-04-01 00:00:00.000;3033.27;E;
5686;425;6;2015-04-02 00:00:00.000;4224.90;E;
5687;581;6;2015-04-03 00:00:00.000;1347.20;E;
5688;312;6;2015-04-03 00:00:00.000;2005.06;E;
5689;153;3;2015-04-03 00:00:00.000;2819.66;E;
5690;221;5;2015-04-03 00:00:00.000;4061.35;E;
5691;173;1;2015-04-04 00:00:00.000;6262.30;E;
5692;116;6;2015-04-04 00:00:00.000;2848.46;E;
5693;466;7;2015-04-04 00:00:00.000;2363.43;E;
5694;108;6;2015-04-05 00:00:00.000;4537.24;E;
5695;534;7;2015-04-05 00:00:00.000;2463.42;E;
5696;563;2;2015-04-05 00:00:00.000;1368.52;E;
5697;272;5;2015-04-06 00:00:00.000;5915.86;E;
5698;581;8;2015-04-06 00:00:00.000;1130.97;E;
5699;89;1;2015-04-06 00:00:00.000;1734.86;E;
5700;393;7;2015-04-07 00:00:00.000;8371.67;E;
5701;134;2;2015-04-08 00:00:00.000;6913.50;E;
5702;166;1;2015-04-09 00:00:00.000;6420.45;E;
5703;186;5;2015-04-09 00:00:00.000;3326.10;E;
5704;124;4;2015-04-09 00:00:00.000;1044.44;E;
5705;348;8;2015-04-09 00:00:00.000;3741.92;E;
5706;331;7;2015-04-09 00:00:00.000;3688.31;E;
5707;180;7;2015-04-10 00:00:00.000;2610.26;E;
5708;302;3;2015-04-10 00:00:00.000;1830.43;E;
5709;339;8;2015-04-10 00:00:00.000;5944.09;E;
5710;417;8;2015-04-10 00:00:00.000;2171.07;E;
5711;339;3;2015-04-11 00:00:00.000;2768.71;E;
5712;378;3;2015-04-11 00:00:00.000;7416.69;E;
5713;440;8;2015-04-11 00:00:00.000;7615.86;E;
5714;251;2;2015-04-12 00:00:00.000;2286.05;E;
5715;217;4;2015-04-12 00:00:00.000;5225.04;E;
5716;217;3;2015-04-12 00:00:00.000;3346.47;E;
5717;283;6;2015-04-12 00:00:00.000;140.91;E;
5718;502;6;2015-04-12 00:00:00.000;836.01;E;
5719;438;8;2015-04-13 00:00:00.000;8967.84;E;
5720;107;2;2015-04-14 00:00:00.000;507.37;E;
5721;238;8;2015-04-14 00:00:00.000;1761.79;E;
5722;326;2;2015-04-14 00:00:00.000;1716.46;E;
5723;429;2;2015-04-14 00:00:00.000;4093.14;E;
5724;271;6;2015-04-15 00:00:00.000;2845.64;E;
5725;387;3;2015-04-16 00:00:00.000;72.06;C;
5726;430;2;2015-04-16 00:00:00.000;3300.78;E;
5727;72;3;2015-04-16 00:00:00.000;2013.08;E;
5728;342;7;2015-04-17 00:00:00.000;2675.72;E;
5729;362;2;2015-04-17 00:00:00.000;1184.93;C;
5730;112;2;2015-04-18 00:00:00.000;6320.89;E;
5731;176;7;2015-04-18 00:00:00.000;7495.04;E;
5732;537;8;2015-04-18 00:00:00.000;5040.26;E;
5733;427;5;2015-04-18 00:00:00.000;179.35;E;
5734;69;3;2015-04-19 00:00:00.000;2505.29;E;
5735;425;5;2015-04-19 00:00:00.000;8065.01;E;
5736;233;7;2015-04-19 00:00:00.000;452.72;E;
5737;3;3;2015-04-19 00:00:00.000;6203.62;E;
5738;69;3;2015-04-19 00:00:00.000;4949.82;E;
5739;618;3;2015-04-20 00:00:00.000;4563.77;C;
5740;318;2;2015-04-20 00:00:00.000;5160.62;E;
5741;294;8;2015-04-20 00:00:00.000;1485.36;C;
5742;381;6;2015-04-21 00:00:00.000;2410.99;E;
5743;221;2;2015-04-21 00:00:00.000;2506.76;E;
5744;55;8;2015-04-21 00:00:00.000;1312.08;E;
5745;120;7;2015-04-22 00:00:00.000;1333.73;E;
5746;553;8;2015-04-22 00:00:00.000;1632.33;E;
5747;224;3;2015-04-22 00:00:00.000;2754.26;E;
5748;100;2;2015-04-23 00:00:00.000;7164.54;E;
5749;314;5;2015-04-23 00:00:00.000;2088.47;E;
5750;604;1;2015-04-23 00:00:00.000;738.71;E;
5751;575;3;2015-04-24 00:00:00.000;540.23;E;
5752;57;1;2015-04-25 00:00:00.000;2023.60;E;
5753;481;3;2015-04-26 00:00:00.000;3079.53;E;
5754;226;6;2015-04-26 00:00:00.000;645.97;E;
5755;85;6;2015-04-26 00:00:00.000;798.91;E;
5756;615;3;2015-04-27 00:00:00.000;2303.77;E;
5757;287;1;2015-04-27 00:00:00.000;7487.53;E;
5758;152;6;2015-04-28 00:00:00.000;2039.62;C;
5759;310;1;2015-04-29 00:00:00.000;3681.29;E;
5760;307;6;2015-04-29 00:00:00.000;5830.88;C;
5761;45;2;2015-04-29 00:00:00.000;75.97;E;
5762;392;3;2015-04-29 00:00:00.000;2789.61;E;
5763;191;8;2015-04-29 00:00:00.000;4211.52;E;
5764;310;8;2015-04-30 00:00:00.000;1758.11;E;
5765;494;4;2015-04-30 00:00:00.000;4683.13;E;
5766;236;8;2015-04-30 00:00:00.000;7257.57;E;
5767;130;1;2015-04-30 00:00:00.000;3620.17;E;
5768;237;4;2015-04-30 00:00:00.000;5200.83;E;
5769;406;4;2015-05-01 00:00:00.000;4802.25;E;
5770;431;3;2015-05-02 00:00:00.000;2589.84;E;
5771;151;6;2015-05-03 00:00:00.000;1847.87;E;
5772;524;8;2015-05-03 00:00:00.000;2562.16;C;
5773;231;5;2015-05-04 00:00:00.000;2550.30;E;
5774;324;8;2015-05-04 00:00:00.000;2060.31;C;
5775;431;3;2015-05-04 00:00:00.000;934.64;E;
5776;250;1;2015-05-05 00:00:00.000;4105.06;E;
5777;172;4;2015-05-05 00:00:00.000;4259.50;E;
5778;311;5;2015-05-05 00:00:00.000;3105.88;E;
5779;614;5;2015-05-05 00:00:00.000;11091.77;E;
5780;603;8;2015-05-05 00:00:00.000;4182.28;E;
5781;257;7;2015-05-06 00:00:00.000;7284.87;E;
5782;146;7;2015-05-06 00:00:00.000;2722.98;E;
5783;563;3;2015-05-06 00:00:00.000;2186.81;E;
5784;535;7;2015-05-06 00:00:00.000;7031.01;E;
5785;75;6;2015-05-07 00:00:00.000;3905.40;E;
5786;443;5;2015-05-08 00:00:00.000;2211.53;E;
5787;490;3;2015-05-08 00:00:00.000;5463.99;E;
5788;602;5;2015-05-08 00:00:00.000;1672.99;C;
5789;72;7;2015-05-08 00:00:00.000;6492.76;E;
5790;89;6;2015-05-09 00:00:00.000;13037.36;E;
5791;30;5;2015-05-09 00:00:00.000;7171.21;E;
5792;304;1;2015-05-10 00:00:00.000;4234.40;E;
5793;311;7;2015-05-10 00:00:00.000;4774.42;E;
5794;456;8;2015-05-10 00:00:00.000;2233.42;E;
5795;442;1;2015-05-10 00:00:00.000;1493.53;E;
5796;17;8;2015-05-11 00:00:00.000;2875.47;E;
5797;132;5;2015-05-11 00:00:00.000;5538.69;E;
5798;305;4;2015-05-12 00:00:00.000;2320.19;E;
5799;82;1;2015-05-13 00:00:00.000;1895.36;E;
5800;371;5;2015-05-13 00:00:00.000;530.43;E;
5801;538;7;2015-05-13 00:00:00.000;2800.45;E;
5802;297;7;2015-05-13 00:00:00.000;4747.64;C;
5803;254;6;2015-05-13 00:00:00.000;1866.38;E;
5804;186;4;2015-05-14 00:00:00.000;5233.11;E;
5805;241;3;2015-05-15 00:00:00.000;2071.95;E;
5806;326;1;2015-05-16 00:00:00.000;5164.97;E;
5807;37;5;2015-05-16 00:00:00.000;3575.86;E;
5808;113;4;2015-05-16 00:00:00.000;7091.69;E;
5809;178;3;2015-05-16 00:00:00.000;2064.66;C;
5810;546;2;2015-05-16 00:00:00.000;1385.93;E;
5811;458;5;2015-05-17 00:00:00.000;1249.59;E;
5812;446;6;2015-05-17 00:00:00.000;5581.73;C;
5813;251;1;2015-05-17 00:00:00.000;764.28;E;
5814;455;3;2015-05-18 00:00:00.000;5713.25;E;
5815;562;6;2015-05-18 00:00:00.000;953.04;E;
5816;267;5;2015-05-18 00:00:00.000;1125.73;E;
5817;153;7;2015-05-18 00:00:00.000;9983.80;E;
5818;616;4;2015-05-19 00:00:00.000;3720.94;E;
5819;358;4;2015-05-19 00:00:00.000;1045.61;E;
5820;459;3;2015-05-19 00:00:00.000;NULL;E;
5821;165;5;2015-05-19 00:00:00.000;3376.93;E;
5822;283;4;2015-05-20 00:00:00.000;1791.76;E;
5823;123;1;2015-05-20 00:00:00.000;7690.29;E;
5824;117;8;2015-05-20 00:00:00.000;8378.48;E;
5825;41;2;2015-05-21 00:00:00.000;7425.51;E;
5826;89;1;2015-05-21 00:00:00.000;1337.86;E;
5827;408;1;2015-05-22 00:00:00.000;2180.42;E;
5828;221;2;2015-05-22 00:00:00.000;3796.66;E;
5829;371;6;2015-05-22 00:00:00.000;3118.77;E;
5830;484;4;2015-05-22 00:00:00.000;5250.36;C;
5831;380;8;2015-05-22 00:00:00.000;4449.23;E;
5832;87;4;2015-05-23 00:00:00.000;4519.79;E;
5833;12;1;2015-05-24 00:00:00.000;699.21;E;
5834;209;8;2015-05-25 00:00:00.000;5491.88;C;
5835;614;7;2015-05-25 00:00:00.000;2935.72;E;
5836;94;4;2015-05-25 00:00:00.000;2880.67;E;
5837;426;1;2015-05-25 00:00:00.000;89.05;E;
5838;512;8;2015-05-26 00:00:00.000;2378.68;E;
5839;129;3;2015-05-26 00:00:00.000;1378.14;E;
5840;406;6;2015-05-26 00:00:00.000;3688.18;E;
5841;619;8;2015-05-26 00:00:00.000;4119.58;C;
5842;284;4;2015-05-27 00:00:00.000;1669.14;E;
5843;60;2;2015-05-28 00:00:00.000;4193.61;E;
5844;239;8;2015-05-29 00:00:00.000;4657.70;E;
5845;262;8;2015-05-29 00:00:00.000;4551.64;E;
5846;583;4;2015-05-29 00:00:00.000;965.97;E;
5847;363;7;2015-05-29 00:00:00.000;1651.32;C;
5848;441;3;2015-05-29 00:00:00.000;4590.77;E;
5849;584;4;2015-05-30 00:00:00.000;763.66;C;
5850;3;7;2015-05-30 00:00:00.000;7230.31;E;
5851;617;5;2015-05-31 00:00:00.000;6545.73;E;
5852;377;7;2015-06-01 00:00:00.000;718.56;E;
5853;313;7;2015-06-01 00:00:00.000;3422.31;E;
5854;213;6;2015-06-02 00:00:00.000;710.11;E;
5855;348;7;2015-06-03 00:00:00.000;1306.57;E;
5856;534;2;2015-06-03 00:00:00.000;2152.38;E;
5857;117;1;2015-06-03 00:00:00.000;557.77;E;
5858;327;1;2015-06-03 00:00:00.000;5720.40;E;
5859;258;1;2015-06-03 00:00:00.000;520.26;C;
5860;70;2;2015-06-04 00:00:00.000;2847.89;E;
5861;261;5;2015-06-04 00:00:00.000;4924.72;E;
5862;77;1;2015-06-05 00:00:00.000;0.00;E;
5863;336;2;2015-06-05 00:00:00.000;182.06;E;
5864;541;2;2015-06-05 00:00:00.000;973.24;E;
5865;151;5;2015-06-06 00:00:00.000;7699.18;E;
5866;336;5;2015-06-06 00:00:00.000;6532.36;E;
5867;426;7;2015-06-06 00:00:00.000;4673.01;E;
5868;602;7;2015-06-06 00:00:00.000;4451.52;E;
5869;541;6;2015-06-07 00:00:00.000;3337.74;E;
5870;74;3;2015-06-08 00:00:00.000;2901.67;E;
5871;367;6;2015-06-08 00:00:00.000;4285.52;E;
5872;524;4;2015-06-08 00:00:00.000;6756.79;E;
5873;76;7;2015-06-08 00:00:00.000;4641.42;E;
5874;498;6;2015-06-08 00:00:00.000;1636.85;E;
5875;70;1;2015-06-09 00:00:00.000;7507.97;C;
5876;169;1;2015-06-09 00:00:00.000;4637.10;E;
5877;600;5;2015-06-09 00:00:00.000;5301.42;E;
5878;317;1;2015-06-09 00:00:00.000;3353.61;E;
5879;44;7;2015-06-09 00:00:00.000;1917.67;E;
5880;16;8;2015-06-10 00:00:00.000;2042.35;E;
5881;217;3;2015-06-10 00:00:00.000;NULL;E;
5882;548;7;2015-06-10 00:00:00.000;3402.13;E;
5883;220;7;2015-06-11 00:00:00.000;1960.06;E;
5884;573;6;2015-06-11 00:00:00.000;2469.42;E;
5885;346;8;2015-06-11 00:00:00.000;3471.28;E;
5886;197;2;2015-06-12 00:00:00.000;5772.35;E;
